SYMPTOM_ID,SYMPTOM_NAME
13894,Foetal movement disorder
13895,Urine arsenic
13896,Pilonidal disease
13897,Anti factor Xa assay
13898,Deafness unilateral
13899,Adrenal medulla hyperfunction
13900,Needle track marks
13901,Post procedural contusion
13902,Palmar fasciitis
13903,Implant site irritation
13904,Mixed dementia
13905,Pulmonary histoplasmosis
13906,Pulmonary malformation
13907,Vascular occlusion
13908,Total complement activity test
13909,Hemianaesthesia
13910,Viral DNA test positive
13911,Pulmonary artery stenosis
13912,Urethral repair
13913,Vaccination site induration
13914,Creutzfeldt-Jakob disease
13915,Sexual life impairment
13916,Early onset familial Alzheimer's disease
13917,Poland's syndrome
13918,Mean cell volume abnormal
13919,Breast haematoma
13920,Blood pressure systolic decreased
13921,Antibiotic level
13922,Gonadotrophin deficiency
13923,Thyroid hormones test
13924,Amblyopia
13925,Wound complication
13926,Lip blister
13927,Crystalluria
13928,Heerfordt's syndrome
13929,Burning sensation
13930,Sinobronchitis
13931,Nephrostomy tube removal
13932,"Ear, nose and throat infection"
13933,Gastric atony
13934,Discontinued product administered
13935,Enophthalmos
13936,Somnolence neonatal
13937,Pelvic fluid collection drainage
13938,Enzyme level decreased
13939,Oral cavity fistula
13940,Olfactory dysfunction
13941,Perineal abscess
13942,Congenital pyelocaliectasis
13943,Blood mercury normal
13944,Wound closure
13945,Alcoholism
13946,Orgasmic sensation decreased
13947,Tympanic membrane perforation
13948,Bone operation
13949,Pseudodiverticular disease
13950,Meningocele
13951,Otitis media
13952,Computerised tomogram abdomen abnormal
13953,Inappropriate schedule of product discontinuation
13954,Phenylalanine screen negative
13955,Pneumonia cryptococcal
13956,Blood cadmium normal
13957,Ventricular septal defect
13958,Drug titration error
13959,Iritis
13960,Arteritis coronary
13961,Periprosthetic fracture
13962,VIIth nerve paralysis
13963,Urinary tract operation
13964,Dysphotopsia
13965,Maximal voluntary ventilation
13966,Diverticulum intestinal haemorrhagic
13967,Child-Pugh-Turcotte score increased
13968,Visceral oedema
13969,Penis injury
13970,Tonsil cancer
13971,Bleeding time prolonged
13972,Vitamin B12 deficiency
13973,Radial pulse increased
13974,Cryptitis
13975,Radioisotope scan abnormal
13976,Explorative laparotomy
13977,Clotting factor transfusion
13978,APACHE II score
13979,Digestive enzyme decreased
13980,Extremity contracture
13981,Streptococcal identification test
13982,Type 1 diabetes mellitus
13983,Pathological dissection
13984,Otitis media chronic
13985,Uterine neoplasm
13986,Chest tube insertion
13987,Abdominal discomfort
13988,Bacteria urine identified
13989,Gingival bleeding
13990,Sexual abuse
13991,Amylase abnormal
13992,Bacterial tracheitis
13993,Blood alkaline phosphatase increased
13994,Asperger's disorder
13995,Tracheal deviation
13996,Oesophageal dilation procedure
13997,Dyskinesia oesophageal
13998,Ectopic thyroid
13999,Body temperature decreased
14000,pH body fluid
14001,Axillary lymphadenectomy
14002,Foetal growth retardation
14003,Skin depigmentation
14004,Cyclitis
14005,Sucrose intolerance
14006,Congenital aortic stenosis
14007,Uterine cervix ulcer
14008,Sigmoidoscopy
14009,Blood glucagon increased
14010,Temperature intolerance
14011,Ocular biometry
14012,Lentigo
14013,Central nervous system function test normal
14014,Pulmonary artery dilatation
14015,Hyperglycaemia
14016,Osteopenia
14017,Portal hypertensive colopathy
14018,Vulval abscess
14019,Urine osmolarity normal
14020,Chest wall pain
14021,Thermometry abnormal
14022,Penile plaque
14023,Vulvovaginal mycotic infection
14024,Sensory overload
14025,Otoacoustic emissions test
14026,Detrusor sphincter dyssynergia
14027,Meningeal neoplasm
14028,Endoscopic ultrasound
14029,Human bocavirus infection
14030,Coagulation factor inhibitor assay
14031,Postpartum state
14032,Electrocardiogram low voltage
14033,Product sterility issue
14034,Gastroenteritis viral
14035,Aspiration bursa
14036,Irritability
14037,Crying
14038,Thyroid hormones increased
14039,Protein deficiency
14040,Premature baby
14041,Mononuclear cell count
14042,Aspiration joint
14043,Hydrogen breath test abnormal
14044,Amyloid related imaging abnormalities
14045,Lumbar puncture normal
14046,Eastern Cooperative Oncology Group performance status worsened
14047,Nicotine test
14048,Radioisotope scan normal
14049,Impetigo
14050,Shock haemorrhagic
14051,Plasminogen activator inhibitor type 1 deficiency
14052,Paralysis flaccid
14053,Platelet distribution width decreased
14054,Vascular stent insertion
14055,Tri-iodothyronine free normal
14056,Polydipsia psychogenic
14057,Carbohydrate tolerance decreased
14058,Vein pain
14059,Ejaculation failure
14060,Specific gravity urine
14061,Thelitis
14062,Breast tumour excision
14063,Cryptosporidiosis infection
14064,Cardiac infection
14065,Hyperprothrombinaemia
14066,Urobilin urine
14067,Platelet-derived growth factor receptor assay
14068,Renovascular hypertension
14069,Anosognosia
14070,Biopsy breast
14071,Neonatal bradyarrhythmia
14072,Lip disorder
14073,Left atrial dilatation
14074,Alcoholic
14075,Postoperative fever
14076,Dengue virus test negative
14077,Application site thrombosis
14078,Brain stem syndrome
14079,Anticoagulation drug level therapeutic
14080,Neutrophil percentage increased
14081,Congenital megaureter
14082,Infected bite
14083,Cystometrogram
14084,Loss of dreaming
14085,Blood gonadotrophin normal
14086,Tracheal stenosis
14087,Twin pregnancy
14088,Somatic dysfunction
14089,Menstrual cycle management
14090,Gingival pain
14091,Abdominal wall mass
14092,Keratopathy
14093,Epididymal cyst
14094,Serology positive
14095,Bronchitis pneumococcal
14096,Device failure
14097,Posterior capsule rupture
14098,Stomatitis
14099,Pulmonary aplasia
14100,Jaw fracture
14101,Streptococcal sepsis
14102,Achlorhydria
14103,Embolic cerebral infarction
14104,Ciliary muscle spasm
14105,Meningitis aseptic
14106,Sinonasal papilloma
14107,Parapsoriasis
14108,Vagotomy
14109,Hepatic hypertrophy
14110,Haptoglobin decreased
14111,Radius fracture
14112,Angiopathy
14113,Muscle tension dysphonia
14114,HIV peripheral neuropathy
14115,Kyasanur Forest disease
14116,Polymorphic light eruption
14117,Subcapsular splenic haematoma
14118,Complex tic
14119,Cataract operation
14120,Blood cortisol increased
14121,Polydipsia
14122,Impaired insulin secretion
14123,Urticaria cholinergic
14124,Hypozincaemia
14125,Incorrect route of drug administration
14126,Subretinal fluid
14127,Megakaryocytes
14128,Immune-mediated myocarditis
14129,Lung opacity
14130,Toxic shock syndrome streptococcal
14131,Lipectomy
14132,Artificial rupture of membranes
14133,Aphthous ulcer
14134,Germ cell neoplasm
14135,Corneal graft failure
14136,Speech disorder developmental
14137,Biopsy heart normal
14138,Double hit lymphoma
14139,Haemangioma of spleen
14140,Philadelphia positive acute lymphocytic leukaemia
14141,Gastritis bacterial
14142,Erythroblast count normal
14143,Prostate examination abnormal
14144,Analgesic drug level increased
14145,Epidermodysplasia verruciformis
14146,Ageusia
14147,Red blood cell spherocytes
14148,Biopsy liver
14149,Seizure
14150,Occupational exposure to SARS-CoV-2
14151,Amimia
14152,Cervical discharge
14153,Gouty arthritis
14154,Thrombosis in device
14155,Action tremor
14156,Actinic cheilitis
14157,Chest scan abnormal
14158,Ureteral catheterisation
14159,Vacuum aspiration
14160,Chronic lymphocytic leukaemia transformation
14161,Cystitis haemorrhagic
14162,Peritoneal adhesions
14163,Invasive lobular breast carcinoma
14164,Fibrosis
14165,Systemic scleroderma
14166,Tooth socket haemorrhage
14167,Plasminogen normal
14168,Pharyngeal hypertrophy
14169,Alopecia
14170,Mantle cell lymphoma
14171,Malignant transformation
14172,Planning to become pregnant
14173,Sialometry
14174,Clostridium test positive
14175,Weight gain poor
14176,Rhesus antibodies
14177,Skin wrinkling
14178,Benign breast neoplasm
14179,Tongue pruritus
14180,Blood alkaline phosphatase abnormal
14181,Rapid alternating movement test abnormal
14182,Product monitoring error
14183,Median nerve injury
14184,Turbinectomy
14185,Nictitating spasm
14186,Cold agglutinins
14187,Viral sepsis
14188,Pulmonary valve disease
14189,Body mass index normal
14190,Penile exfoliation
14191,Spinal epidural haematoma
14192,Macular detachment
14193,Walking aid user
14194,Glucose tolerance test normal
14195,Hepatitis B antigen
14196,Hepatitis A immunisation
14197,Type V hyperlipidaemia
14198,Diabetic ketosis
14199,Microvillous inclusion disease
14200,Fistula discharge
14201,Dermatitis bullous
14202,Bronchostenosis
14203,Nutritional assessment
14204,Sarcopenia
14205,Alopecia areata
14206,Antioxidant capacity test
14207,Electronic cigarette user
14208,Inferior vena cava dilatation
14209,Diabetic mononeuropathy
14210,Vascular catheter specimen collection
14211,Pocket erosion
14212,Reading disorder
14213,Thyroglobulin
14214,Post procedural infection
14215,Kidney fibrosis
14216,Herpes zoster meningitis
14217,Encephalitis post immunisation
14218,Rectal abscess
14219,Stupor
14220,Anti-myelin-associated glycoprotein antibodies positive
14221,Heavy menstrual bleeding
14222,Intramedullary rod insertion
14223,Exaggerated startle response
14224,Revascularisation procedure
14225,Blepharitis allergic
14226,Afterbirth pain
14227,Hepatitis B DNA assay negative
14228,Lacrimal haemorrhage
14229,Antineutrophil cytoplasmic antibody negative
14230,Echovirus test negative
14231,Joint dislocation
14232,Basal ganglia haematoma
14233,Fasting
14234,Vulvar erosion
14235,PTEN gene mutation
14236,Postmortem blood drug level
14237,Uraemic gastropathy
14238,Cardiac procedure complication
14239,Trisomy 8
14240,Coma scale normal
14241,Wrong technique in product usage process
14242,Anti-SS-B antibody positive
14243,Positive airway pressure therapy
14244,Mononeuropathy
14245,Brain radiation necrosis
14246,Infrared therapy
14247,Persistent depressive disorder
14248,Ophthalmic scan
14249,Hyperplasia of thymic epithelium
14250,Wall motion score index normal
14251,Blood creatine phosphokinase normal
14252,Graft thrombosis
14253,Dacryostenosis acquired
14254,Squamous cell carcinoma
14255,Bladder operation
14256,Body temperature normal
14257,Death of companion
14258,Blood magnesium decreased
14259,Pituitary haemorrhage
14260,Thrombophlebitis
14261,Anti-HBs antibody
14262,Leukaemic infiltration pulmonary
14263,Hyponatraemic coma
14264,Posturography
14265,Limb injury
14266,Lack of injection site rotation
14267,C-reactive protein normal
14268,White blood cell morphology normal
14269,Myocarditis mycotic
14270,Thrombin-antithrombin III complex
14271,Toxicologic test abnormal
14272,PCO2 increased
14273,Dehydroepiandrosterone increased
14274,Histology abnormal
14275,Nephritis allergic
14276,Transverse sinus thrombosis
14277,Hemiapraxia
14278,Refusal of examination
14279,Urine cannabinoids decreased
14280,Iliotibial band syndrome
14281,Testicular germ cell tumour
14282,Delusional perception
14283,Smear buccal
14284,Excessive eye blinking
14285,Ophthalmic vein thrombosis
14286,Alpha 1 microglobulin
14287,Stereotactic electroencephalography
14288,Congenital adrenal gland hypoplasia
14289,Corneal exfoliation
14290,Juvenile arthritis
14291,Underweight
14292,Tessellated fundus
14293,Circumoral swelling
14294,Biliary tract disorder
14295,Encephalomyelitis viral
14296,Schirmer's test abnormal
14297,Oral mucosal scar
14298,Vaginectomy
14299,Urethral pain
14300,Cardiac electrophysiologic study normal
14301,Haematemesis
14302,Necrosis ischaemic
14303,Philadelphia chromosome positive
14304,Ethmoid sinus surgery
14305,Methylenetetrahydrofolate reductase deficiency
14306,Intrinsic factor antibody positive
14307,Lip ulceration
14308,Cardiac aneurysm
14309,Cerebral artery thrombosis
14310,Pharyngeal oedema
14311,Anti-glomerular basement membrane antibody
14312,Lung carcinoma cell type unspecified stage III
14313,Geniculate ganglionitis
14314,Ear irrigation
14315,Pituitary scan abnormal
14316,Catheter site haematoma
14317,LE cells
14318,Acquired factor XI deficiency
14319,Vaccination site hypertrophy
14320,SUNCT syndrome
14321,Pneumonia
14322,Tongue operation
14323,Antineutrophil cytoplasmic antibody positive
14324,Troponin I decreased
14325,Uveitic glaucoma
14326,Lung adenocarcinoma recurrent
14327,Menstruation delayed
14328,Breath alcohol test
14329,Nasal potential difference test
14330,Serum ferritin normal
14331,Respiratory tract congestion
14332,Metastases to adrenals
14333,Weil's disease
14334,Foetal megacystis
14335,Alanine aminotransferase abnormal
14336,Cardiac asthma
14337,Bone cyst
14338,Patent ductus arteriosus
14339,Chorioretinal disorder
14340,Protein S
14341,Infusion site pain
14342,Injection site joint discomfort
14343,Pulmonary congestion
14344,Macular opacity
14345,Expired drug administered
14346,Cytogenetic abnormality
14347,Microscopic enteritis
14348,Metastases to the mediastinum
14349,Induced labour
14350,Cytomegalovirus oesophagitis
14351,Renal vasculitis
14352,Faecal elastase concentration decreased
14353,Computerised tomogram
14354,Vaccination site swelling
14355,Bronchitis acute
14356,Bovine tuberculosis
14357,Psoriasis area severity index
14358,Ovarian granulosa cell tumour
14359,Reocclusion
14360,Cerebral dysgenesis
14361,Central nervous system leukaemia
14362,Anticoagulation drug level increased
14363,Tongue coated
14364,Injection site joint infection
14365,Digital radiogram
14366,Magnetic resonance imaging thoracic abnormal
14367,Muscular weakness
14368,Indifference
14369,Arthritis
14370,Plasma viscosity normal
14371,Ear congestion
14372,Hepatitis B e antibody positive
14373,Bone hypertrophy
14374,SARS-CoV-2 test negative
14375,Congenital coronary artery malformation
14376,Ultrasound chest
14377,Stress ulcer
14378,Psychiatric evaluation normal
14379,Biopsy bronchus abnormal
14380,Nephritis
14381,Retinal infarction
14382,Biopsy cervix abnormal
14383,Lung infiltration
14384,Closed fracture manipulation
14385,Anticonvulsant drug level above therapeutic
14386,Tongue movement disturbance
14387,Large intestine benign neoplasm
14388,Phrenic nerve paralysis
14389,Schellong test
14390,Mucosal inflammation
14391,Gram stain
14392,Carbon dioxide abnormal
14393,Chronic graft versus host disease in skin
14394,Large intestinal stenosis
14395,Scan bone marrow abnormal
14396,Tissue infiltration
14397,Supine position
14398,Snake bite
14399,Substance abuse
14400,Vomiting psychogenic
14401,Mallory-Weiss syndrome
14402,Blood pressure diastolic increased
14403,Heat oedema
14404,Hypothenar hammer syndrome
14405,Arteriovenous fistula thrombosis
14406,Diffusion-weighted brain MRI
14407,Carbuncle
14408,Fear of needles
14409,Vascular graft
14410,Mitral valve repair
14411,Paranasal cyst
14412,Acute post asthmatic amyotrophy
14413,Subglottic laryngitis
14414,Vasectomy
14415,Malignant urinary tract neoplasm metastatic
14416,Calculus urinary
14417,Tongue haemorrhage
14418,Biopsy eyelid
14419,Magnetic resonance imaging spinal
14420,Dental impression procedure
14421,Cluster headache
14422,Generalised anxiety disorder
14423,Follicular mucinosis
14424,Bowel movement irregularity
14425,Acquired gene mutation
14426,Nystagmus
14427,Brain neoplasm
14428,Calculus urethral
14429,Hepatitis E antibody positive
14430,Liver function test increased
14431,Abdominal hernia
14432,Peritoneal tuberculosis
14433,Fungal skin infection
14434,Implant site extravasation
14435,Blood thyroid stimulating hormone abnormal
14436,Habitual abortion
14437,Renal transplant failure
14438,Erb's palsy
14439,Chronotropic incompetence
14440,Prostatic haemorrhage
14441,Skull X-ray normal
14442,Herpes simplex hepatitis
14443,Rash scarlatiniform
14444,Acute haemorrhagic conjunctivitis
14445,Tinea pedis
14446,Diaphragmatic paralysis
14447,General physical condition normal
14448,Steroid therapy
14449,Pneumonia moraxella
14450,Sluggishness
14451,Wisdom teeth removal
14452,Superficial injury of eye
14453,Thrombotic stroke
14454,Coombs direct test
14455,Rectal cancer stage IV
14456,Dyslexia
14457,Mean platelet volume decreased
14458,Psychogenic respiratory distress
14459,Medullary thyroid cancer
14460,Allergy alert test
14461,Iliac artery occlusion
14462,Sneezing
14463,Friedreich's ataxia
14464,Ulnar nerve injury
14465,IVth nerve disorder
14466,Breast cancer female
14467,Special senses congenital anomaly
14468,Opiates
14469,Drug hypersensitivity
14470,Squamous cell carcinoma of lung
14471,Bromosulphthalein test
14472,Acoustic shock
14473,Splenomegaly
14474,Visual field tests
14475,Adverse event
14476,Cardiac flutter
14477,Electrooculogram
14478,Hypoaesthesia oral
14479,Haptoglobin normal
14480,Adenosine deaminase deficiency
14481,Acute myelomonocytic leukaemia
14482,Beta 2 microglobulin increased
14483,Blood antimony
14484,Immune-mediated thyroiditis
14485,Temporomandibular joint surgery
14486,Tuberous sclerosis
14487,Antiangiogenic therapy
14488,Ileus paralytic
14489,Conjunctivitis viral
14490,Model for end stage liver disease score increased
14491,Urine copper
14492,Enzyme level increased
14493,Vena cava embolism
14494,Intracranial infection
14495,Dependence on respirator
14496,Macrophages decreased
14497,Injection site muscle weakness
14498,Blood bilirubin unconjugated decreased
14499,Trisomy 16
14500,Necrotising herpetic retinopathy
14501,Electrocardiogram Q waves
14502,Urine viscosity abnormal
14503,Acute haemorrhagic ulcerative colitis
14504,Oral intake reduced
14505,Palmoplantar pustulosis
14506,Somatic delusion
14507,Systemic leakage
14508,Myalgia
14509,Renin abnormal
14510,Phakomatosis
14511,Eyelid haematoma
14512,House dust allergy
14513,Skin adhesion
14514,CSF test normal
14515,Intermittent explosive disorder
14516,Vaginal dysplasia
14517,Urine lactic acid
14518,Colposcopy normal
14519,Oxygen saturation immeasurable
14520,Abscess fungal
14521,Nodular melanoma
14522,High risk sexual behaviour
14523,Allergy test negative
14524,Wrong dosage formulation
14525,Cystocele
14526,Haemorrhoids thrombosed
14527,Sputum discoloured
14528,Osteoma
14529,Seroma
14530,Human herpesvirus 7 infection
14531,Accidental exposure to product packaging
14532,Enteric duplication
14533,Genito-pelvic pain/penetration disorder
14534,Torus fracture
14535,Blood pH
14536,Haemorrhage in pregnancy
14537,Radiculitis brachial
14538,Hepatitis chronic active
14539,Heart alternation
14540,Parity
14541,Prothrombin fragment 1.2
14542,Plateletcrit decreased
14543,Adenoiditis
14544,Congenital bladder anomaly
14545,Arterial rupture
14546,Perineal rash
14547,Congenital naevus
14548,Elbow operation
14549,Salivary gland cyst
14550,Atrophy
14551,Superovulation
14552,Tinea infection
14553,Blood galactose normal
14554,Hashitoxicosis
14555,Drug screen false positive
14556,Chlamydia identification test negative
14557,Radiation pneumonitis
14558,Phosphorus metabolism disorder
14559,Adenovirus reactivation
14560,Galactose intolerance
14561,Nasal valve collapse
14562,Pseudoachalasia
14563,Pregnancy of unknown location
14564,Coagulation factor X level normal
14565,Modified Rankin score decreased
14566,Ex-alcohol user
14567,Emotional disorder of childhood
14568,Pulmonary sensitisation
14569,CSF monocyte count increased
14570,Eye complication associated with device
14571,Retinal infiltrates
14572,Arterial fibrosis
14573,Vascular headache
14574,Pulmonary function test abnormal
14575,Intestinal dilatation
14576,Anhidrosis
14577,Gingival infection
14578,Thyroid cancer metastatic
14579,Vascular compression
14580,Spinal segmental dysfunction
14581,Arterial aneurysm repair
14582,Albumin globulin ratio normal
14583,Rippling muscle disease
14584,Carbohydrate antigen 125 increased
14585,Lenticulostriatal vasculopathy
14586,Renal vein thrombosis
14587,Body height increased
14588,Reflexes abnormal
14589,Carpal tunnel syndrome
14590,Aspiration tracheal abnormal
14591,Methaemoglobinaemia
14592,Arthropod-borne disease
14593,Gastrointestinal lymphoma
14594,Arterial bypass operation
14595,Blood glucagon decreased
14596,Abnormal sensation in eye
14597,Product odour abnormal
14598,Strabismus
14599,Upper respiratory tract infection
14600,Accidental overdose
14601,Respiratory rate increased
14602,Ophthalmic migraine
14603,Myoclonus
14604,Arnold-Chiari malformation
14605,Metabolic encephalopathy
14606,Pancreatic neoplasm
14607,Angiotensin I
14608,Transitional cell carcinoma
14609,Dermatitis diaper
14610,Thrombosed varicose vein
14611,Umbilical cord abnormality
14612,Synovial fluid crystal present
14613,Pleomorphic malignant fibrous histiocytoma
14614,Skin reaction
14615,Osteomyelitis bacterial
14616,Blood urea nitrogen/creatinine ratio
14617,Food allergy
14618,Child abuse
14619,Post procedural pneumonia
14620,Thrombin time abnormal
14621,Extravasation
14622,Keratitis interstitial
14623,Large intestine erosion
14624,Trisomy 13
14625,Foster care
14626,Angina bullosa haemorrhagica
14627,Anti-Muellerian hormone level increased
14628,Abscess jaw
14629,Chronic left ventricular failure
14630,Breast cancer stage I
14631,Pneumonia cytomegaloviral
14632,Eyelid rash
14633,Cognitive test
14634,CSF neutrophil count positive
14635,Weight increased
14636,Neuroendocrine carcinoma metastatic
14637,Hypochromasia
14638,Nerve root compression
14639,Cardiac valve sclerosis
14640,Angelman's syndrome
14641,Acute abdomen
14642,Giant cell myocarditis
14643,Ultrasound joint abnormal
14644,Occupational exposure to toxic agent
14645,Electrocardiogram T wave alternans
14646,Poliovirus test
14647,Gastric antral vascular ectasia
14648,Human epidermal growth factor receptor test
14649,Metabolic function test abnormal
14650,Mucosal hypertrophy
14651,Eosinophils urine
14652,Antibody test
14653,Right aortic arch
14654,Skin indentation
14655,Tracheal diverticulum
14656,Minimum inhibitory concentration
14657,Gastrointestinal carcinoma
14658,Alpha 1 foetoprotein decreased
14659,Blood heavy metal test
14660,Malnutrition
14661,JC virus infection
14662,Internal fixation of fracture
14663,Paranasal sinus mass
14664,Factor V inhibition
14665,CTLA4 deficiency
14666,Thyroid fibrosis
14667,Haemorrhage subepidermal
14668,Hypoglossal nerve paralysis
14669,Laryngeal operation
14670,Young's syndrome
14671,Liposarcoma
14672,Medical device site reaction
14673,Antisocial personality disorder
14674,Fibrin D dimer decreased
14675,Cholangiogram normal
14676,Manufacturing laboratory controls issue
14677,Computerised tomogram limb
14678,Neutropenic infection
14679,Coronary artery embolism
14680,Bunion
14681,Synovial fluid analysis abnormal
14682,Neurological complication associated with device
14683,Alanine aminotransferase
14684,Aspartate-glutamate-transporter deficiency
14685,Prothrombin time ratio decreased
14686,Autoinflammatory disease
14687,Coagulation factor VIII level normal
14688,Chemical burn
14689,Mole excision
14690,Foetal gastrointestinal tract imaging abnormal
14691,Oesophagram
14692,Encephalitis viral
14693,Collagen-vascular disease
14694,Gangrene
14695,Intervertebral disc degeneration
14696,Disseminated Bacillus Calmette-Guerin infection
14697,Spinal deformity
14698,Disseminated superficial actinic porokeratosis
14699,Vascular access site bruising
14700,TORCH test
14701,Autologous haematopoietic stem cell transplant
14702,Complement factor C4
14703,Application site bruise
14704,Fungaemia
14705,Vaginal cancer
14706,Shigella infection
14707,Irregular sleep wake rhythm disorder
14708,Blood pyruvic acid
14709,Hepatitis B core antigen
14710,Oestradiol
14711,Inadequate analgesia
14712,Gastrointestinal stenosis
14713,Cataract congenital
14714,Klebsiella urinary tract infection
14715,Hip fracture
14716,Paragonimiasis
14717,Meningitis streptococcal
14718,Appendicectomy
14719,Fluid imbalance
14720,Malaria
14721,Psychomotor disadaptation syndrome
14722,Pigmentation lip
14723,Hypophosphatasia
14724,Oesophageal ulcer haemorrhage
14725,Tubal rupture
14726,Premature delivery
14727,Systemic lupus erythematosus
14728,Biopsy abdominal wall normal
14729,Globulin
14730,Infantile haemangioma
14731,Steroid withdrawal syndrome
14732,Renin increased
14733,Vaccination site ulcer
14734,Drug metabolite level
14735,Rhinoscleroma
14736,Otolithiasis
14737,Lipase decreased
14738,Trabeculectomy
14739,Renal stone removal
14740,Excessive maternal gestational weight gain
14741,Factor VIII deficiency
14742,Computerised tomogram intestine
14743,Occupational exposure to drug
14744,Penile oedema
14745,Magnetic therapy
14746,Basal ganglion degeneration
14747,Hyperarousal
14748,Anti factor VIII antibody negative
14749,Natural killer cell count decreased
14750,Pacemaker generated arrhythmia
14751,Maisonneuve fracture
14752,Precocious puberty
14753,Enzyme level test
14754,"Blood 1,25-dihydroxycholecalciferol decreased"
14755,Intercepted product dispensing error
14756,Biopsy mucosa abnormal
14757,Monocyte count abnormal
14758,Cerebral infarction foetal
14759,Blood prolactin
14760,Manipulation
14761,Encephalocele
14762,Rubivirus test positive
14763,Supraventricular extrasystoles
14764,Radioallergosorbent test positive
14765,Urate nephropathy
14766,Cytomegalovirus test
14767,Delirium
14768,Lice infestation
14769,Tonsillar haemorrhage
14770,Fasciotomy
14771,Blood lead increased
14772,Chronic idiopathic pain syndrome
14773,Perinatal brain damage
14774,Drug tolerance decreased
14775,Helminthic infection
14776,Osteogenesis imperfecta
14777,Foetal haemoglobin
14778,Meningitis chemical
14779,Endoscopy small intestine abnormal
14780,Tongue cancer recurrent
14781,Spontaneous intrahepatic portosystemic venous shunt
14782,Zinc deficiency
14783,Chest X-ray
14784,Hypogonadism male
14785,Aural polyp
14786,Mononucleosis syndrome
14787,Dilated cardiomyopathy
14788,Organ transplant
14789,Dysmetropsia
14790,Biliary neoplasm
14791,Scalp haematoma
14792,Intentional device misuse
14793,Pickwickian syndrome
14794,Intercapillary glomerulosclerosis
14795,Prostatic specific antigen increased
14796,Koebner phenomenon
14797,Single photon emission computerised tomogram normal
14798,Ovarian atrophy
14799,Autotransfusion
14800,Subclavian artery thrombosis
14801,Congenital great vessel anomaly
14802,Drainage
14803,Xeroderma pigmentosum
14804,Corneal reflex test
14805,Magnetic resonance elastography
14806,Large intestinal polypectomy
14807,Hyperglycaemic crisis
14808,Cryptorchism
14809,Biopsy pleura normal
14810,Diabetic wound
14811,Infant irritability
14812,Heart valve incompetence
14813,Endocervical curettage
14814,Toe amputation
14815,Salpingogram
14816,Bickerstaff's encephalitis
14817,Polyneuropathy idiopathic progressive
14818,Chronic graft versus host disease oral
14819,Rebound eczema
14820,Hand repair operation
14821,Human papilloma virus immunisation
14822,Picornavirus infection
14823,Lung neoplasm
14824,High foetal head
14825,Eye movement disorder
14826,Vomiting projectile
14827,Haemorrhagic disorder
14828,Lymphohistiocytosis
14829,Scar discomfort
14830,Biopsy vulva
14831,Ocular vascular disorder
14832,PD-L1 test
14833,Nasal cyst removal
14834,Application site acne
14835,Neurotransmitter level altered
14836,Oculofacial paralysis
14837,Yellow fever
14838,Histoplasmosis disseminated
14839,Clostridial sepsis
14840,Ovarian torsion
14841,Urological examination
14842,Liver-kidney microsomal antibody positive
14843,Antithrombin III decreased
14844,Glycosylated haemoglobin abnormal
14845,Posterior reversible encephalopathy syndrome
14846,Progressive bulbar palsy
14847,Monocyte morphology abnormal
14848,Skin discharge
14849,Base excess positive
14850,Fragile X syndrome
14851,Painful defaecation
14852,Ulnar tunnel syndrome
14853,Blood cadmium increased
14854,Heart rate abnormal
14855,Glomerulonephritis membranous
14856,EGFR status assay
14857,Reversible splenial lesion syndrome
14858,Thermometry normal
14859,Proctitis gonococcal
14860,Blood immunoglobulin A normal
14861,Vaccination site hyperaesthesia
14862,Fungal test positive
14863,Capnogram
14864,Cardiac valve fatty infiltration
14865,Multiple use of single-use product
14866,Blood calcium normal
14867,Neuropathic muscular atrophy
14868,Foetal vascular malperfusion
14869,Goitre
14870,Oropharyngeal pain
14871,Mitochondrial cytopathy
14872,Arrhythmia neonatal
14873,Tooth discolouration
14874,Bone marrow oedema syndrome
14875,Positive dose response relationship
14876,Cold agglutinins positive
14877,Reflux oesophagitis
14878,Application site scar
14879,Oral herpes
14880,Venous perforation
14881,Interferon beta level decreased
14882,Heart valve stenosis
14883,Uraemic encephalopathy
14884,Pregnancy test false positive
14885,Thyroid hormone replacement therapy
14886,Eyelid erosion
14887,Gastritis atrophic
14888,Skin neoplasm excision
14889,Temporal arteritis
14890,CHA2DS2-VASc-score
14891,Biopsy thymus gland abnormal
14892,Pulse waveform
14893,Ear canal stenosis
14894,Influenza serology negative
14895,Respiratory syncytial virus bronchitis
14896,Hypergammaglobulinaemia
14897,Rubulavirus test positive
14898,Appendicolith
14899,Blood pyruvic acid increased
14900,Hepatitis E antigen
14901,Renal cell carcinoma
14902,Stool DNA test
14903,Urinary occult blood positive
14904,Disturbance in sexual arousal
14905,Porphyrins urine abnormal
14906,Bursal fluid accumulation
14907,Red blood cell microcytes present
14908,Aqueous humour leakage
14909,Injection site erythema
14910,Toe walking
14911,Enterovirus test negative
14912,Nuclear magnetic resonance imaging spinal abnormal
14913,Pharyngeal ulceration
14914,Crystal urine absent
14915,Cerebellar ataxia
14916,Hepatitis viral test positive
14917,CSF white blood cell count increased
14918,Enema administration
14919,Hypertension
14920,Cochlear injury
14921,Exposure via partner
14922,Therapeutic response shortened
14923,Peripheral nerve neurostimulation
14924,Joint noise
14925,Tandem gait test normal
14926,Neural tube defect
14927,Device pacing issue
14928,Vasculitis gastrointestinal
14929,Guttate psoriasis
14930,Cerebral arteritis
14931,Abscess limb
14932,Orthopaedic examination
